LABORATOIRES+LOHMANN++RAUSCHER+SAS,Lohmann & Rauscher
LABORATOIRES+SPIRIG,Spirig
LABORATOIRES+URGO,Urgo
LABORATOIRES+VIVACY+SAS,Vivacy
LABORATORY IMPLANT MEDICAL DEVICE LIMMED,Limmed
LEICA MICROSYSTEMES SAS,Leica
LEMAITRE+VASCULAR+SAS,Lemaitre Vascular
LEO Pharma,Leo Pharma
LEO Pharma ,Leo Pharma
LES LABORATOIRES BROTHIER,Servier
LES LABORATOIRES BROTHIER*,Servier
LES LABORATOIRES SERVIER,Servier
LES LABORATOIRES SERVIER*,Servier
LES+LABORATOIRES+SERVIER,Servier
LFB BIOMEDICAMENTS,LFB
LFB BIOMEDICAMENTS*,LFB
LFB BIOTECHNOLOGIES,LFB
LFB BIOTECHNOLOGIES*,LFB
LFB+BIOTECHNOLOGIES,LFB
LINDE France,Linde
LINDE France*,Linde
LISSAC ENSEIGNE,Lissac
LUNDBECK,Lundbeck
LUNDBECK ,Lundbeck
LUNDBECK SAS,Lundbeck
LUNDBECK SAS*,Lundbeck
LUNDBECK+SAS,Lundbeck
Laboratoire GlaxoSmithKline SAS,GlaxoSmithKline
Laboratoire GlaxoSmithKline SAS*,GlaxoSmithKline
Laboratoire NOVEX Pharma,Novex Pharma
Laboratoire NOVEX Pharma*,Novex Pharma
Laboratoire Novex,Novex Pharma
Laboratoire Novex Pharma,Novex Pharma
Laboratoire Theramex SAM,Theramex Sam
Laboratoire+DERMSCAN+PALMER+RESEARCH+PHARMASCAN,Dermscan
Laboratoire+GlaxoSmithKline+SAS,GlaxoSmithKline
Laboratoires BOUCHARA RECORDATI,Bouchara Recordati
Laboratoires BOUCHARA RECORDATI*,Bouchara Recordati
Laboratoires Brothier,Brothier
Laboratoires Galderma,Galderma
Laboratoires Galderma*,Galderma
Laboratoires Genevrier,Genevrier
Laboratoires Lohmann & Rauscher SAS,Lohmann & Rauscher
Laboratoires Lohmann & Rauscher SAS*,Lohmann & Rauscher
Laboratoires Menarini,Menarini
Laboratoires Omega Pharma France,Omega Pharma
Laboratoires Omega Pharma France*,Omega Pharma
Laboratoires Spirig,Spirig
Laboratoires Urgo,Urgo
Laboratoires Urgo*,Urgo
LeMaitre Vascular SAS,LeMaitre Vascular
Les Laboratoires Servier,Servier
Lilly,Lilly
Lilly France SAS,Lilly
Lilly France SAS*,Lilly
Linde,Linde
Lohmann & Rauscher,Lohmann & Rauscher
MACO Pharma / MACO Productions,Maco Pharma
MACO Pharma / MACO Productions*,Maco Pharma
MACO+PHARMA+-+MACO+PRODUCTIONS,Maco Pharma
MAQUET SAS,Maquet
MAQUET SAS*,Maquet
MATHYS ORTHOPEDIE SAS,Mathys Orthopédie
MEDA PHARMA,Meda Pharma
MEDA PHARMA*,Meda Pharma
MEDA+PHARMA,Meda Pharma
MEDAC SAS,Medac
MEDACTA France,Medacta
MEDARTIS,Medartis
MEDARTIS*,Medartis
MEDICAL INNOVATION DEVELOPPEMENT,MID
MEDICREA,Medicrea
MEDIOUTREMER,Médi Outremer
MEDIOUTREMER*,Médi Outremer
MEDLINE INTERNATIONAL France,Medline International
MEDLINE INTERNATIONAL France*,Medline International
MEDTRONIC France,Medtronic
MEDTRONIC France*,Medtronic
MENARINI France,Menarini
MENARINI France*,Menarini
MERZ+PHARMA+FRANCE,Merz Pharma
MICROVENTION,Microvention
MICROVENTION*,Microvention
MID,MID
MINVASYS,Minvasys
MOLNLYCKE HEALTH CARE,Mölnlycke Health Care
MOLNLYCKE HEALTH CARE ,Mölnlycke Health Care
MOLNLYCKE+HEALTH+CARE,Mölnlycke Health Care
MSD,MSD
MSD France,MSD
MSD France*,MSD
MSD+FRANCE,MSD
MUNDIPHARMA,Mundipharma
MUNDIPHARMA+SAS,Mundipharma
MYLAN SAS,Mylan
MYLAN SAS*,Mylan
MYLAN+SAS,Mylan
Mallinckrodt,Mallinckrodt
Maquet,Maquet
Masimo,Masimo
Masimo*,Masimo
Massimo,Masimo
Meda,Meda Pharma
Medacta,Medacta
Medartis,Medartis
Medicare-HTM SAS,Medicare-HTM
Medtronic,Medtronic
Merz,Merz Pharma
Merz Pharma France,Merz Pharma
Merz Pharma France*,Merz Pharma
Microvention,Microvention
Minvasys,Minvasys
Mundipharma,Mundipharma
Mundipharma ,Mundipharma
Mundipharma SAS,Mundipharma
Mundipharma SAS*,Mundipharma
Médi Outremer,Médi Outremer
Mölnlycke Health Care,Mölnlycke Health Care
Mölnlycke Health Care*,Mölnlycke Health Care
NESTLE HOMECARE,Nestle Homecare
NESTLE HOMECARE*,Nestle Homecare
NEWCLIP TECHNICS,Newclip Technics
NICOX,Nicox
NIPRO France,Nipro
NIPRO France*,Nipro
NIPRO+FRANCE,Nipro
NORGINE PHARMA,Norgine Pharma
NORGINE PHARMA*,Norgine Pharma
NOVARTIS SANTE FAMILIALE,Novartis
NOVARTIS SANTE FAMILIALE*,Novartis
NOVARTIS+VACCINES+AND+DIAGNOSTICS+SAS,Novartis
NOVO NORDISK,Novo Nordisk
NOVO NORDISK*,Novo Nordisk
NUTRICIA NUTRITION CLINIQUE,Nutricia Nutrition Clinique
NUTRICIA NUTRITION CLINIQUE*,Nutricia Nutrition Clinique
NUTRICIA+NUTRITION+CLINIQUE,Nutricia Nutrition Clinique
Nobel Biocare Russia LLC,Nobel Biocare
Nobel Biocare Services AG,Nobel Biocare
Noraker,Noraker
Norgine,Norgine Pharma
Novartis Pharma SAS,Novartis
Novo nordisk,Novo Nordisk
OBL,OBL
OCD,OCD
OCD*,OCD
OCP REPARTITION,Ocp Repartition
OCP REPARTITION*,Ocp Repartition
OCTAPHARMA+FRANCE+SAS,Octapharma
ORPHAN EUROPE SARL,Orphan
ORTHO UNION,ORTHO UNION
OST-DEVELOPPEMENT,OST Développement
OTR3,OTR3
OTSUKA,Otsuka
OTSUKA*,Otsuka
OTSUKA+PHARMACEUTICAL+FRANCE+SAS,Otsuka
OXOID SAS,Oxoid
OptiMed SARL,Optimed
Optimed,Optimed
Otsuka,Otsuka
Otsuka  Pharmaceutical France ,Otsuka
Otsuka Pharmaceutical France,Otsuka
Otsuka Pharmaceutical France SAS,Otsuka
Otsuka Pharmaceutical France SAS*,Otsuka
PALL FRANCE SAS,Pall
PALL FRANCE SAS*,Pall
PALL France SAS,Pall
PAREXEL,Parexel
PEROUSE MEDICAL,Perouse Medical
PEROUSE MEDICAL ,Perouse Medical
PEROUSE MEDICAL*,Perouse Medical
PEROUSE PLASTIE,Perouse Plastie
PEROUSE+MEDICAL,Perouse Medical
PETERS SURGICAL,Péters Surgical
PETERS SURGICAL*,Péters Surgical
PFIZER,Pfizer
PFIZER SANTE FAMILIALE,Pfizer
PFIZER SANTE FAMILIALE*,Pfizer
PFIZER*,Pfizer
PFIZER+SANTE+FAMILIALE,Pfizer
PHADIA SAS,Phadia
PHADIA SAS*,Phadia
PHADIA+SAS,Phadia
PHARMACIEN,ERROR
PHARMATERA,Pharmatera
PHILIPS FRANCE,Philips
PHILIPS+FRANCE,Philips
PHYSIOL+FRANCE,Physiol
PIERRE FABRE,Pierre Fabre
PIERRE FABRE MEDICAMENT,Pierre Fabre
PIERRE FABRE*,Pierre Fabre
PPD+FRANCE+SAS,PPD
PRECIPHAR,Preciphar
PREVOR,Prevor
PRIMAX,PrimaX
PROSTRAKAN+PHARMA,Prostrakan Pharma
PROTHEOS,Prothéos
PROTHEOS OUEST,Prothéos
PROTHEOS+INDUSTRIE,Prothéos
PROTHEOS+OUEST,Prothéos
PSI CRO AG,PSI CRO
PSI CRO FRANCE,PSI CRO
PSI+CRO+AG,PSI CRO
PSI+CRO+FRANCE,PSI CRO
Pall France,Pall
Parexel,Parexel
Paul HARTMANN SA,Paul Hartmann
Paul HARTMANN SA*,Paul Hartmann
Pfizer,Pfizer
Pharmacien,ERROR
Preciphar,Preciphar
ProClinica,ProClinica
Prostrakan,Prostrakan Pharma
Prostrakan Pharma,Prostrakan Pharma
Prostrakan Pharma*,Prostrakan Pharma
Prothéos,Prothéos
Péters surgical,Péters Surgical
QIAGEN France SAS,Qiagen
QIAGEN France SAS*,Qiagen
R SUD MEDICAL,R'Sud Médical
RADIOMETER-S.A.S.,Radiometer
RADIOMETER_S.A.S.,Radiometer
RADIOMETER_S.A.S.*,Radiometer
RAPTOR Pharmaceutilcals France,Raptor Pharmaceutical
RE-IMAGINE Health Agency,Re Imagine Health Agency
RECKITT BENCKISER HEALTHCARE France,Reckitt Benckiser
RECKITT BENCKISER HEALTHCARE France *,Reckitt Benckiser
RECKITT+BENCKISER+HEALTHCARE+FRANCE,Reckitt Benckiser
RESMED SAS,Resmed
RESMED+SAS,Resmed
RMO EUROPE,RMO Europe
ROCHE,Roche
ROCHE+DIAGNOSTICS+FRANCE,Roche
ROTTAPHARM,Rottapharm
ROTTAPHARM*,Rottapharm
Ranbaxy Pharmacie Génériques,Ranbaxy
Ranbaxy Pharmacie Génériques*,Ranbaxy
Reckitt Benckiser,Reckitt Benckiser
Resmed,Resmed
Restauration,ERROR
Roche,Roche
Roche Diagnostics France,Roche
Roche Diagnostics France*,Roche
Roche*,Roche
SANDOZ,Sandoz
SANDOZ*,Sandoz
SBI,SBI
SCIENCE ET MEDEDINE,Science et Mededine
SCIENCE ET MEDEDINE*,Science et Mededine
SEM,Science et Mededine
SEPTODONT,Septodont
SERB,SERB
SHIRE FRANCE,Shire
SHIRE FRANCE*,Shire
SIGMA TAU France,Sigma Tau
SIGMA TAU France*,Sigma Tau
SIGVARIS,Sigvaris
SIGVARIS*,Sigvaris
SINCLAIR+PHARMA,Sinclair Pharma
SMITH++NEPHEW+SAS,Smith & Nephew
SMITHS MEDICAL France,Smiths Medical
SMITHS MEDICAL France*,Smiths Medical
SMITHS+MEDICAL+FRANCE,Smiths Medical
SOCIETE LIMA France,LIMA
SOPHYSA,Sophysa
SPECTRANETICS+INTERNATIONAL+BV,Spectranetics
SPECTRUM PHARMACEUTICALS B.V,Spectrum Pharmaceuticals
SPECTRUM PHARMACEUTICALS B.V*,Spectrum Pharmaceuticals
SPECTRUM+PHARMACEUTICALS+B.V,Spectrum Pharmaceuticals
SPINEWAY,Spineway
ST+JUDE+MEDICAL+FRANCE+SAS,St. Jude Medical
STALLERGENES,Stallergenes
STENTYS,Stentys
STRYKER France SAS,Stryker
STRYKER France SAS*,Stryker
SUD OUEST ORTHOPEDIE,Sud Ouest Orthopedie
SUD OUEST ORTHOPEDIE*,Sud Ouest Orthopedie
SUNSTAR FRANCE,Sunstar
SUPERSONIC IMAGINE,Supersonic Imagine
SYMBIOS+ORTHOPEDIE+SA,Symbios
SYMBIOS+SAS,Symbios
SYNTHES SAS,Synthes
SYNTHES SAS*,Synthes
SYSMEX France,Sysmex
SYSMEX France*,Sysmex
SYSMEX+FRANCE,Sysmex
Sandoz,Sandoz
Sanofi,Sanofi
Sanofi Aventis France,Sanofi
Sanofi Aventis Groupe,Sanofi
Sanofi Aventis Recherche & Développement,Sanofi
Sanofi Pasteur,Sanofi Pasteur
Sanofi Pasteur*,Sanofi Pasteur
SigmaTau,Sigma Tau
Sigvaris,Sigvaris
Small Bone Innovations Intl,SBI
Smith & Nephew SAS,Smith & Nephew
Smith & Nephew SAS*,Smith & Nephew
Smith &Nephew,Smith & Nephew
Sobi,Sobi
Sorin Group France,Sorin Group
Sorin Group France*,Sorin Group
